,5 digit NTD ID,agency_name,month_year,trips_num,VOMS,VRM,VRH,date_col,NTD ID,Agency,Mode VOMS_new,VOM_CAT
777,40128,Okaloosa County Board of County Commissioners,APR04,5879.0,7.0,26853.0,1891.0,2004-04-01,40128,"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider",10,10-49 peak vehicles
778,40140,Collier County,APR04,0.0,0.0,0.0,0.0,2004-04-01,40140,"Collier County, dba: Collier Area Transit",22,10-49 peak vehicles
779,40146,Hernando County Board of County Commissioners,APR04,0.0,0.0,0.0,0.0,2004-04-01,40146,"Hernando County Board of County Commissioners, dba: The Bus",7,1-9 peak vehicles
780,40155,"St Johns County, Florida",APR04,0.0,0.0,0.0,0.0,2004-04-01,40155,"St Johns County, Florida, dba: Sunshine Bus Co.",9,1-9 peak vehicles
781,40158,Lake County Board of County Commissioners,APR04,0.0,0.0,0.0,0.0,2004-04-01,40158,"Lake County Board of County Commissioners, dba: LakeXpress",10,10-49 peak vehicles
782,40185,Bay County Transportation Planning Organization,APR04,0.0,0.0,0.0,0.0,2004-04-01,40185,Bay County Transportation Planning Organization,17,10-49 peak vehicles
783,40192,Martin County,APR04,0.0,0.0,0.0,0.0,2004-04-01,40192,Martin County,12,10-49 peak vehicles
784,40026,Manatee County Board of County Commissioners,MAY04,100736.0,15.0,79658.0,4675.0,2004-05-01,40026,"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",23,10-49 peak vehicles
785,40027,Pinellas Suncoast Transit Authority,MAY04,808278.0,141.0,658733.0,45413.0,2004-05-01,40027,Pinellas Suncoast Transit Authority,197,50-200 peak vehicles
786,40028,Lee County Transit,MAY04,185417.0,38.0,223722.0,13610.0,2004-05-01,40028,"Lee County Transit, dba: Lee County Transit",50,50-200 peak vehicles
787,40029,Broward County Board of County Commissioners,MAY04,3204388.0,271.0,1270367.0,93648.0,2004-05-01,40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",317,greater than 200 peak vehicles
788,40030,"City of Gainesville, FL",MAY04,368197.0,88.0,166076.0,13900.0,2004-05-01,40030,"City of Gainesville, FL, dba: Regional Transit System",112,50-200 peak vehicles
789,40031,Lakeland Area Mass Transit District,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40031,"Lakeland Area Mass Transit District, dba: Citrus Connection",39,10-49 peak vehicles
790,40032,County of Volusia,MAY04,231465.0,43.0,217040.0,13971.0,2004-05-01,40032,"County of Volusia, dba: VOTRAN",66,50-200 peak vehicles
791,40034,County of Miami-Dade ,MAY04,6264006.0,650.0,3267851.0,246370.0,2004-05-01,40034,"County of Miami-Dade, dba: Transportation & Public Work",749,greater than 200 peak vehicles
792,40035,Central Florida Regional Transportation Authority,MAY04,1874282.0,197.0,1090589.0,77447.0,2004-05-01,40035,Central Florida Regional Transportation Authority,267,greater than 200 peak vehicles
793,40036,City of Tallahassee,MAY04,248909.0,49.0,134132.0,9808.0,2004-05-01,40036,"City of Tallahassee, dba: StarMetro",57,50-200 peak vehicles
794,40037,"Board of County Commissioners, Palm Beach County",MAY04,645185.0,113.0,561409.0,33680.0,2004-05-01,40037,"Board of County Commissioners, Palm Beach County, dba: Palm Tran",119,50-200 peak vehicles
795,40038,"Escambia County Board of County Commissioners, FL",MAY04,118017.0,38.0,128241.0,8601.0,2004-05-01,40038,"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",36,10-49 peak vehicles
796,40040,Jacksonville Transportation Authority,MAY04,732185.0,144.0,818447.0,45938.0,2004-05-01,40040,Jacksonville Transportation Authority,171,50-200 peak vehicles
797,40041,Hillsborough Area Regional Transit Authority,MAY04,708927.0,149.0,580437.0,45369.0,2004-05-01,40041,Hillsborough Area Regional Transit Authority,133,50-200 peak vehicles
798,40046,Sarasota County ,MAY04,139594.0,29.0,136642.0,8166.0,2004-05-01,40046,"Sarasota County, dba: Sarasota County Area Transit",51,50-200 peak vehicles
799,40063,Brevard Board of County Commissioners,MAY04,61039.0,19.0,81113.0,3981.0,2004-05-01,40063,"Brevard Board of County Commissioners, dba: Space Coast Area Transit",39,10-49 peak vehicles
800,40074,Pasco County Board of County Commissioners,MAY04,46013.0,14.0,65650.0,3739.0,2004-05-01,40074,"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",23,10-49 peak vehicles
801,40077,South Florida Regional Transportation Authority,MAY04,22591.0,12.0,20783.0,2381.0,2004-05-01,40077,"South Florida Regional Transportation Authority, dba: TRI-Rail",22,10-49 peak vehicles
802,40097,"Council on Aging of St. Lucie, Inc.",MAY04,2299.0,3.0,10104.0,660.0,2004-05-01,40097,"Council on Aging of St. Lucie, Inc., dba: Community Transit",13,10-49 peak vehicles
803,40104,Indian River County,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40104,Indian River County,15,10-49 peak vehicles
804,40120,"City of Ocala, Florida",MAY04,21942.0,6.0,29708.0,1954.0,2004-05-01,40120,"City of Ocala, Florida, dba: SunTran",7,1-9 peak vehicles
805,40128,Okaloosa County Board of County Commissioners,MAY04,6103.0,7.0,26864.0,1692.0,2004-05-01,40128,"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider",10,10-49 peak vehicles
806,40140,Collier County,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40140,"Collier County, dba: Collier Area Transit",22,10-49 peak vehicles
807,40146,Hernando County Board of County Commissioners,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40146,"Hernando County Board of County Commissioners, dba: The Bus",7,1-9 peak vehicles
808,40155,"St Johns County, Florida",MAY04,0.0,0.0,0.0,0.0,2004-05-01,40155,"St Johns County, Florida, dba: Sunshine Bus Co.",9,1-9 peak vehicles
809,40158,Lake County Board of County Commissioners,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40158,"Lake County Board of County Commissioners, dba: LakeXpress",10,10-49 peak vehicles
810,40185,Bay County Transportation Planning Organization,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40185,Bay County Transportation Planning Organization,17,10-49 peak vehicles
811,40192,Martin County,MAY04,0.0,0.0,0.0,0.0,2004-05-01,40192,Martin County,12,10-49 peak vehicles
812,40026,Manatee County Board of County Commissioners,JUN04,108107.0,15.0,83167.0,5077.0,2004-06-01,40026,"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",23,10-49 peak vehicles
813,40027,Pinellas Suncoast Transit Authority,JUN04,808810.0,139.0,669542.0,46154.0,2004-06-01,40027,Pinellas Suncoast Transit Authority,197,50-200 peak vehicles
814,40028,Lee County Transit,JUN04,190112.0,38.0,232485.0,14179.0,2004-06-01,40028,"Lee County Transit, dba: Lee County Transit",50,50-200 peak vehicles
815,40029,Broward County Board of County Commissioners,JUN04,3173469.0,271.0,1299476.0,95928.0,2004-06-01,40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",317,greater than 200 peak vehicles
816,40030,"City of Gainesville, FL",JUN04,388387.0,88.0,179354.0,15036.0,2004-06-01,40030,"City of Gainesville, FL, dba: Regional Transit System",112,50-200 peak vehicles
817,40031,Lakeland Area Mass Transit District,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40031,"Lakeland Area Mass Transit District, dba: Citrus Connection",39,10-49 peak vehicles
818,40032,County of Volusia,JUN04,231251.0,43.0,219973.0,14128.0,2004-06-01,40032,"County of Volusia, dba: VOTRAN",66,50-200 peak vehicles
819,40034,County of Miami-Dade ,JUN04,6285036.0,650.0,2813743.0,226514.0,2004-06-01,40034,"County of Miami-Dade, dba: Transportation & Public Work",749,greater than 200 peak vehicles
820,40035,Central Florida Regional Transportation Authority,JUN04,1956763.0,197.0,1102325.0,78388.0,2004-06-01,40035,Central Florida Regional Transportation Authority,267,greater than 200 peak vehicles
821,40036,City of Tallahassee,JUN04,253241.0,49.0,144614.0,9829.0,2004-06-01,40036,"City of Tallahassee, dba: StarMetro",57,50-200 peak vehicles
822,40037,"Board of County Commissioners, Palm Beach County",JUN04,634878.0,113.0,581388.0,34897.0,2004-06-01,40037,"Board of County Commissioners, Palm Beach County, dba: Palm Tran",119,50-200 peak vehicles
823,40038,"Escambia County Board of County Commissioners, FL",JUN04,128274.0,38.0,140531.0,9470.0,2004-06-01,40038,"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",36,10-49 peak vehicles
824,40040,Jacksonville Transportation Authority,JUN04,760334.0,144.0,818447.0,45938.0,2004-06-01,40040,Jacksonville Transportation Authority,171,50-200 peak vehicles
825,40041,Hillsborough Area Regional Transit Authority,JUN04,738192.0,153.0,533206.0,43450.0,2004-06-01,40041,Hillsborough Area Regional Transit Authority,133,50-200 peak vehicles
826,40046,Sarasota County ,JUN04,155098.0,29.0,133968.0,8492.0,2004-06-01,40046,"Sarasota County, dba: Sarasota County Area Transit",51,50-200 peak vehicles
827,40063,Brevard Board of County Commissioners,JUN04,71979.0,19.0,89041.0,4350.0,2004-06-01,40063,"Brevard Board of County Commissioners, dba: Space Coast Area Transit",39,10-49 peak vehicles
828,40074,Pasco County Board of County Commissioners,JUN04,48829.0,14.0,69300.0,3946.0,2004-06-01,40074,"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",23,10-49 peak vehicles
829,40077,South Florida Regional Transportation Authority,JUN04,24808.0,12.0,22440.0,2530.0,2004-06-01,40077,"South Florida Regional Transportation Authority, dba: TRI-Rail",22,10-49 peak vehicles
830,40097,"Council on Aging of St. Lucie, Inc.",JUN04,2549.0,3.0,11108.0,726.0,2004-06-01,40097,"Council on Aging of St. Lucie, Inc., dba: Community Transit",13,10-49 peak vehicles
831,40104,Indian River County,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40104,Indian River County,15,10-49 peak vehicles
832,40120,"City of Ocala, Florida",JUN04,0.0,0.0,0.0,0.0,2004-06-01,40120,"City of Ocala, Florida, dba: SunTran",7,1-9 peak vehicles
833,40128,Okaloosa County Board of County Commissioners,JUN04,18984.0,11.0,49370.0,4521.0,2004-06-01,40128,"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider",10,10-49 peak vehicles
834,40140,Collier County,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40140,"Collier County, dba: Collier Area Transit",22,10-49 peak vehicles
835,40146,Hernando County Board of County Commissioners,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40146,"Hernando County Board of County Commissioners, dba: The Bus",7,1-9 peak vehicles
836,40155,"St Johns County, Florida",JUN04,0.0,0.0,0.0,0.0,2004-06-01,40155,"St Johns County, Florida, dba: Sunshine Bus Co.",9,1-9 peak vehicles
837,40158,Lake County Board of County Commissioners,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40158,"Lake County Board of County Commissioners, dba: LakeXpress",10,10-49 peak vehicles
838,40185,Bay County Transportation Planning Organization,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40185,Bay County Transportation Planning Organization,17,10-49 peak vehicles
839,40192,Martin County,JUN04,0.0,0.0,0.0,0.0,2004-06-01,40192,Martin County,12,10-49 peak vehicles
840,40026,Manatee County Board of County Commissioners,JUL04,106156.0,15.0,95342.0,5077.0,2004-07-01,40026,"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",23,10-49 peak vehicles
841,40027,Pinellas Suncoast Transit Authority,JUL04,799716.0,139.0,687886.0,47429.0,2004-07-01,40027,Pinellas Suncoast Transit Authority,197,50-200 peak vehicles
842,40028,Lee County Transit,JUL04,189530.0,38.0,233226.0,14187.0,2004-07-01,40028,"Lee County Transit, dba: Lee County Transit",50,50-200 peak vehicles
843,40029,Broward County Board of County Commissioners,JUL04,3159724.0,272.0,1305661.0,96291.0,2004-07-01,40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",317,greater than 200 peak vehicles
844,40030,"City of Gainesville, FL",JUL04,451560.0,88.0,198084.0,16511.0,2004-07-01,40030,"City of Gainesville, FL, dba: Regional Transit System",112,50-200 peak vehicles
845,40031,Lakeland Area Mass Transit District,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40031,"Lakeland Area Mass Transit District, dba: Citrus Connection",39,10-49 peak vehicles
846,40032,County of Volusia,JUL04,230023.0,43.0,262000.0,14563.0,2004-07-01,40032,"County of Volusia, dba: VOTRAN",66,50-200 peak vehicles
847,40034,County of Miami-Dade ,JUL04,6549888.0,650.0,2845545.0,229002.0,2004-07-01,40034,"County of Miami-Dade, dba: Transportation & Public Work",749,greater than 200 peak vehicles
848,40035,Central Florida Regional Transportation Authority,JUL04,1937655.0,197.0,1133631.0,80491.0,2004-07-01,40035,Central Florida Regional Transportation Authority,267,greater than 200 peak vehicles
849,40036,City of Tallahassee,JUL04,259179.0,49.0,143469.0,10124.0,2004-07-01,40036,"City of Tallahassee, dba: StarMetro",57,50-200 peak vehicles
850,40037,"Board of County Commissioners, Palm Beach County",JUL04,625407.0,113.0,588522.0,35320.0,2004-07-01,40037,"Board of County Commissioners, Palm Beach County, dba: Palm Tran",119,50-200 peak vehicles
851,40038,"Escambia County Board of County Commissioners, FL",JUL04,152999.0,38.0,142520.0,9408.0,2004-07-01,40038,"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",36,10-49 peak vehicles
852,40040,Jacksonville Transportation Authority,JUL04,750692.0,144.0,818447.0,45938.0,2004-07-01,40040,Jacksonville Transportation Authority,171,50-200 peak vehicles
853,40041,Hillsborough Area Regional Transit Authority,JUL04,728232.0,153.0,547111.0,43284.0,2004-07-01,40041,Hillsborough Area Regional Transit Authority,133,50-200 peak vehicles
854,40046,Sarasota County ,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40046,"Sarasota County, dba: Sarasota County Area Transit",51,50-200 peak vehicles
855,40063,Brevard Board of County Commissioners,JUL04,73147.0,19.0,87493.0,4283.0,2004-07-01,40063,"Brevard Board of County Commissioners, dba: Space Coast Area Transit",39,10-49 peak vehicles
856,40074,Pasco County Board of County Commissioners,JUL04,46172.0,14.0,68800.0,3918.0,2004-07-01,40074,"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",23,10-49 peak vehicles
857,40077,South Florida Regional Transportation Authority,JUL04,25261.0,12.0,21667.0,2467.0,2004-07-01,40077,"South Florida Regional Transportation Authority, dba: TRI-Rail",22,10-49 peak vehicles
858,40097,"Council on Aging of St. Lucie, Inc.",JUL04,2505.0,3.0,10497.0,693.0,2004-07-01,40097,"Council on Aging of St. Lucie, Inc., dba: Community Transit",13,10-49 peak vehicles
859,40104,Indian River County,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40104,Indian River County,15,10-49 peak vehicles
860,40120,"City of Ocala, Florida",JUL04,0.0,0.0,0.0,0.0,2004-07-01,40120,"City of Ocala, Florida, dba: SunTran",7,1-9 peak vehicles
861,40128,Okaloosa County Board of County Commissioners,JUL04,19113.0,11.0,49370.0,4028.0,2004-07-01,40128,"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider",10,10-49 peak vehicles
862,40140,Collier County,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40140,"Collier County, dba: Collier Area Transit",22,10-49 peak vehicles
863,40146,Hernando County Board of County Commissioners,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40146,"Hernando County Board of County Commissioners, dba: The Bus",7,1-9 peak vehicles
864,40155,"St Johns County, Florida",JUL04,0.0,0.0,0.0,0.0,2004-07-01,40155,"St Johns County, Florida, dba: Sunshine Bus Co.",9,1-9 peak vehicles
865,40158,Lake County Board of County Commissioners,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40158,"Lake County Board of County Commissioners, dba: LakeXpress",10,10-49 peak vehicles
866,40185,Bay County Transportation Planning Organization,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40185,Bay County Transportation Planning Organization,17,10-49 peak vehicles
867,40192,Martin County,JUL04,0.0,0.0,0.0,0.0,2004-07-01,40192,Martin County,12,10-49 peak vehicles
868,40026,Manatee County Board of County Commissioners,AUG04,99711.0,15.0,78311.0,4675.0,2004-08-01,40026,"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",23,10-49 peak vehicles
869,40027,Pinellas Suncoast Transit Authority,AUG04,766042.0,139.0,648378.0,45001.0,2004-08-01,40027,Pinellas Suncoast Transit Authority,197,50-200 peak vehicles
870,40028,Lee County Transit,AUG04,157242.0,38.0,209389.0,12632.0,2004-08-01,40028,"Lee County Transit, dba: Lee County Transit",50,50-200 peak vehicles
871,40029,Broward County Board of County Commissioners,AUG04,3278568.0,277.0,1317473.0,97092.0,2004-08-01,40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",317,greater than 200 peak vehicles
872,40030,"City of Gainesville, FL",AUG04,562854.0,88.0,212143.0,17853.0,2004-08-01,40030,"City of Gainesville, FL, dba: Regional Transit System",112,50-200 peak vehicles
873,40031,Lakeland Area Mass Transit District,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40031,"Lakeland Area Mass Transit District, dba: Citrus Connection",39,10-49 peak vehicles
874,40032,County of Volusia,AUG04,214775.0,43.0,213705.0,13705.0,2004-08-01,40032,"County of Volusia, dba: VOTRAN",66,50-200 peak vehicles
875,40034,County of Miami-Dade ,AUG04,6476935.0,650.0,3026387.0,233910.0,2004-08-01,40034,"County of Miami-Dade, dba: Transportation & Public Work",749,greater than 200 peak vehicles
876,40035,Central Florida Regional Transportation Authority,AUG04,1878772.0,197.0,1115904.0,79261.0,2004-08-01,40035,Central Florida Regional Transportation Authority,267,greater than 200 peak vehicles
877,40036,City of Tallahassee,AUG04,291076.0,49.0,152860.0,9894.0,2004-08-01,40036,"City of Tallahassee, dba: StarMetro",57,50-200 peak vehicles
878,40037,"Board of County Commissioners, Palm Beach County",AUG04,653997.0,113.0,588829.0,35377.0,2004-08-01,40037,"Board of County Commissioners, Palm Beach County, dba: Palm Tran",119,50-200 peak vehicles
879,40038,"Escambia County Board of County Commissioners, FL",AUG04,132214.0,38.0,140004.0,9163.0,2004-08-01,40038,"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",36,10-49 peak vehicles
880,40040,Jacksonville Transportation Authority,AUG04,784546.0,144.0,858788.0,48165.0,2004-08-01,40040,Jacksonville Transportation Authority,171,50-200 peak vehicles
881,40041,Hillsborough Area Regional Transit Authority,AUG04,756896.0,153.0,533849.0,46454.0,2004-08-01,40041,Hillsborough Area Regional Transit Authority,133,50-200 peak vehicles
882,40046,Sarasota County ,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40046,"Sarasota County, dba: Sarasota County Area Transit",51,50-200 peak vehicles
883,40063,Brevard Board of County Commissioners,AUG04,69206.0,19.0,85693.0,4237.0,2004-08-01,40063,"Brevard Board of County Commissioners, dba: Space Coast Area Transit",39,10-49 peak vehicles
884,40074,Pasco County Board of County Commissioners,AUG04,48615.0,14.0,66150.0,3767.0,2004-08-01,40074,"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",23,10-49 peak vehicles
885,40077,South Florida Regional Transportation Authority,AUG04,26845.0,13.0,23827.0,2685.0,2004-08-01,40077,"South Florida Regional Transportation Authority, dba: TRI-Rail",22,10-49 peak vehicles
886,40097,"Council on Aging of St. Lucie, Inc.",AUG04,2748.0,3.0,10977.0,726.0,2004-08-01,40097,"Council on Aging of St. Lucie, Inc., dba: Community Transit",13,10-49 peak vehicles
887,40104,Indian River County,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40104,Indian River County,15,10-49 peak vehicles
888,40120,"City of Ocala, Florida",AUG04,0.0,0.0,0.0,0.0,2004-08-01,40120,"City of Ocala, Florida, dba: SunTran",7,1-9 peak vehicles
889,40128,Okaloosa County Board of County Commissioners,AUG04,16867.0,11.0,53650.0,40710.0,2004-08-01,40128,"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider",10,10-49 peak vehicles
890,40140,Collier County,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40140,"Collier County, dba: Collier Area Transit",22,10-49 peak vehicles
891,40146,Hernando County Board of County Commissioners,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40146,"Hernando County Board of County Commissioners, dba: The Bus",7,1-9 peak vehicles
892,40155,"St Johns County, Florida",AUG04,0.0,0.0,0.0,0.0,2004-08-01,40155,"St Johns County, Florida, dba: Sunshine Bus Co.",9,1-9 peak vehicles
893,40158,Lake County Board of County Commissioners,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40158,"Lake County Board of County Commissioners, dba: LakeXpress",10,10-49 peak vehicles
894,40185,Bay County Transportation Planning Organization,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40185,Bay County Transportation Planning Organization,17,10-49 peak vehicles
895,40192,Martin County,AUG04,0.0,0.0,0.0,0.0,2004-08-01,40192,Martin County,12,10-49 peak vehicles
896,40026,Manatee County Board of County Commissioners,SEP04,88373.0,15.0,76383.0,4675.0,2004-09-01,40026,"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",23,10-49 peak vehicles
897,40027,Pinellas Suncoast Transit Authority,SEP04,734401.0,139.0,624513.0,43192.0,2004-09-01,40027,Pinellas Suncoast Transit Authority,197,50-200 peak vehicles
898,40028,Lee County Transit,SEP04,165927.0,38.0,214497.0,12954.0,2004-09-01,40028,"Lee County Transit, dba: Lee County Transit",50,50-200 peak vehicles
899,40029,Broward County Board of County Commissioners,SEP04,2689489.0,278.0,1074178.0,79165.0,2004-09-01,40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",317,greater than 200 peak vehicles
900,40030,"City of Gainesville, FL",SEP04,882077.0,88.0,240248.0,20771.0,2004-09-01,40030,"City of Gainesville, FL, dba: Regional Transit System",112,50-200 peak vehicles
901,40031,Lakeland Area Mass Transit District,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40031,"Lakeland Area Mass Transit District, dba: Citrus Connection",39,10-49 peak vehicles
902,40032,County of Volusia,SEP04,188303.0,43.0,199778.0,12851.0,2004-09-01,40032,"County of Volusia, dba: VOTRAN",66,50-200 peak vehicles
903,40034,County of Miami-Dade ,SEP04,6921233.0,650.0,2592709.0,211405.0,2004-09-01,40034,"County of Miami-Dade, dba: Transportation & Public Work",749,greater than 200 peak vehicles
904,40035,Central Florida Regional Transportation Authority,SEP04,1777347.0,197.0,1077098.0,76551.0,2004-09-01,40035,Central Florida Regional Transportation Authority,267,greater than 200 peak vehicles
905,40036,City of Tallahassee,SEP04,511010.0,49.0,144805.0,9829.0,2004-09-01,40036,"City of Tallahassee, dba: StarMetro",57,50-200 peak vehicles
906,40037,"Board of County Commissioners, Palm Beach County",SEP04,454373.0,113.0,577341.0,34655.0,2004-09-01,40037,"Board of County Commissioners, Palm Beach County, dba: Palm Tran",119,50-200 peak vehicles
907,40038,"Escambia County Board of County Commissioners, FL",SEP04,65810.0,38.0,78171.0,5056.0,2004-09-01,40038,"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",36,10-49 peak vehicles
908,40040,Jacksonville Transportation Authority,SEP04,705624.0,144.0,858788.0,48165.0,2004-09-01,40040,Jacksonville Transportation Authority,171,50-200 peak vehicles
909,40041,Hillsborough Area Regional Transit Authority,SEP04,738132.0,153.0,516886.0,41470.0,2004-09-01,40041,Hillsborough Area Regional Transit Authority,133,50-200 peak vehicles
910,40046,Sarasota County ,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40046,"Sarasota County, dba: Sarasota County Area Transit",51,50-200 peak vehicles
911,40063,Brevard Board of County Commissioners,SEP04,41526.0,19.0,58928.0,2880.0,2004-09-01,40063,"Brevard Board of County Commissioners, dba: Space Coast Area Transit",39,10-49 peak vehicles
912,40074,Pasco County Board of County Commissioners,SEP04,46213.0,14.0,63000.0,3588.0,2004-09-01,40074,"Pasco County Board of County Commissioners, dba: Pasco County Public Transportation",23,10-49 peak vehicles
913,40077,South Florida Regional Transportation Authority,SEP04,17487.0,13.0,19054.0,2100.0,2004-09-01,40077,"South Florida Regional Transportation Authority, dba: TRI-Rail",22,10-49 peak vehicles
914,40097,"Council on Aging of St. Lucie, Inc.",SEP04,1207.0,3.0,6730.0,462.0,2004-09-01,40097,"Council on Aging of St. Lucie, Inc., dba: Community Transit",13,10-49 peak vehicles
915,40104,Indian River County,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40104,Indian River County,15,10-49 peak vehicles
916,40120,"City of Ocala, Florida",SEP04,0.0,0.0,0.0,0.0,2004-09-01,40120,"City of Ocala, Florida, dba: SunTran",7,1-9 peak vehicles
917,40128,Okaloosa County Board of County Commissioners,SEP04,4338.0,7.0,18925.0,1388.0,2004-09-01,40128,"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider",10,10-49 peak vehicles
918,40140,Collier County,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40140,"Collier County, dba: Collier Area Transit",22,10-49 peak vehicles
919,40146,Hernando County Board of County Commissioners,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40146,"Hernando County Board of County Commissioners, dba: The Bus",7,1-9 peak vehicles
920,40155,"St Johns County, Florida",SEP04,0.0,0.0,0.0,0.0,2004-09-01,40155,"St Johns County, Florida, dba: Sunshine Bus Co.",9,1-9 peak vehicles
921,40158,Lake County Board of County Commissioners,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40158,"Lake County Board of County Commissioners, dba: LakeXpress",10,10-49 peak vehicles
922,40185,Bay County Transportation Planning Organization,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40185,Bay County Transportation Planning Organization,17,10-49 peak vehicles
923,40192,Martin County,SEP04,0.0,0.0,0.0,0.0,2004-09-01,40192,Martin County,12,10-49 peak vehicles
924,40026,Manatee County Board of County Commissioners,OCT04,106869.0,15.0,83731.0,5221.0,2004-10-01,40026,"Manatee County Board of County Commissioners, dba: Manatee County Area Transit",23,10-49 peak vehicles
925,40027,Pinellas Suncoast Transit Authority,OCT04,830765.0,139.0,679367.0,46767.0,2004-10-01,40027,Pinellas Suncoast Transit Authority,197,50-200 peak vehicles
926,40028,Lee County Transit,OCT04,201496.0,38.0,231967.0,14108.0,2004-10-01,40028,"Lee County Transit, dba: Lee County Transit",50,50-200 peak vehicles
927,40029,Broward County Board of County Commissioners,OCT04,3424054.0,278.0,1307153.0,96161.0,2004-10-01,40029,"Broward County Board of County Commissioners, dba: Broward County Transit Division",317,greater than 200 peak vehicles
928,40030,"City of Gainesville, FL",OCT04,952601.0,88.0,266804.0,23059.0,2004-10-01,40030,"City of Gainesville, FL, dba: Regional Transit System",112,50-200 peak vehicles
929,40031,Lakeland Area Mass Transit District,OCT04,0.0,0.0,0.0,0.0,2004-10-01,40031,"Lakeland Area Mass Transit District, dba: Citrus Connection",39,10-49 peak vehicles
930,40032,County of Volusia,OCT04,245297.0,43.0,214455.0,13813.0,2004-10-01,40032,"County of Volusia, dba: VOTRAN",66,50-200 peak vehicles
931,40034,County of Miami-Dade ,OCT04,7279987.0,650.0,2664149.0,214955.0,2004-10-01,40034,"County of Miami-Dade, dba: Transportation & Public Work",749,greater than 200 peak vehicles
932,40035,Central Florida Regional Transportation Authority,OCT04,2116913.0,198.0,1095020.0,76327.0,2004-10-01,40035,Central Florida Regional Transportation Authority,267,greater than 200 peak vehicles
933,40036,City of Tallahassee,OCT04,534687.0,49.0,153721.0,13426.0,2004-10-01,40036,"City of Tallahassee, dba: StarMetro",57,50-200 peak vehicles
934,40037,"Board of County Commissioners, Palm Beach County",OCT04,701149.0,113.0,581678.0,35041.0,2004-10-01,40037,"Board of County Commissioners, Palm Beach County, dba: Palm Tran",119,50-200 peak vehicles
935,40038,"Escambia County Board of County Commissioners, FL",OCT04,135104.0,34.0,117807.0,7753.0,2004-10-01,40038,"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",36,10-49 peak vehicles
936,40040,Jacksonville Transportation Authority,OCT04,826817.0,144.0,858788.0,48165.0,2004-10-01,40040,Jacksonville Transportation Authority,171,50-200 peak vehicles
